quality,ID
0.166815,00804.stimsim
0.167838,00805.stimsim
0.169587,00806.stimsim
0.16962,00807.stimsim
0.168102,00808.stimsim
0.16896,00809.stimsim
0.166683,00810.stimsim
0.168069,00811.stimsim
0.167475,00812.stimsim
0.168102,00813.stimsim
0.166485,00814.stimsim
0.166782,00815.stimsim
0.167937,00816.stimsim
0.167904,00817.stimsim
0.166947,00818.stimsim
0.167013,00819.stimsim
0.16665,00820.stimsim
0.168993,00821.stimsim
0.166551,00822.stimsim
0.168564,00823.stimsim
0.168564,00824.stimsim
0.168036,00825.stimsim
0.167409,00826.stimsim
0.168036,00827.stimsim
0.168036,00828.stimsim
0.166683,00829.stimsim
0.166221,00830.stimsim
0.167244,00831.stimsim
0.168069,00832.stimsim
0.167904,00833.stimsim
0.168531,00834.stimsim
0.167937,00835.stimsim
0.167376,00836.stimsim
0.166947,00837.stimsim
0.167508,00838.stimsim
0.167475,00839.stimsim
0.168366,00840.stimsim
0.168201,00841.stimsim
0.166221,00842.stimsim
0.169389,00843.stimsim
0.167706,00844.stimsim
0.168102,00845.stimsim
0.167046,00846.stimsim
0.167079,00847.stimsim
0.169059,00848.stimsim
0.167046,00849.stimsim
0.167673,00850.stimsim
0.167607,00851.stimsim
0.167277,00852.stimsim
0.167772,00853.stimsim
0.166188,00854.stimsim
0.167739,00855.stimsim
0.168069,00856.stimsim
0.169026,00857.stimsim
0.167706,00858.stimsim
0.167508,00859.stimsim
0.168036,00860.stimsim
0.168003,00861.stimsim
0.167343,00862.stimsim
0.168201,00863.stimsim
0.168531,00864.stimsim
0.167673,00865.stimsim
0.168993,00866.stimsim
0.166914,00867.stimsim
0.16764,00868.stimsim
0.169191,00869.stimsim
0.167178,00870.stimsim
0.167508,00871.stimsim
0.167079,00872.stimsim
0.167376,00873.stimsim
0.167475,00874.stimsim
0.169125,00875.stimsim
0.167673,00876.stimsim
0.166518,00877.stimsim
0.166716,00878.stimsim
0.167343,00879.stimsim
0.168762,00880.stimsim
0.166617,00881.stimsim
0.167475,00882.stimsim
0.166584,00883.stimsim
0.168069,00884.stimsim
0.166815,00885.stimsim
0.168201,00886.stimsim
0.170115,00887.stimsim
0.168564,00888.stimsim
0.168762,00889.stimsim
0.167277,00890.stimsim
0.167079,00891.stimsim
0.169158,00892.stimsim
0.167772,00893.stimsim
0.165957,00894.stimsim
0.167277,00895.stimsim
0.168102,00896.stimsim
0.168927,00897.stimsim
0.168399,00898.stimsim
0.169983,00899.stimsim
0.166815,00900.stimsim
0.168135,00901.stimsim
0.167145,00902.stimsim
0.167079,00903.stimsim
0.166947,00904.stimsim
0.168201,00905.stimsim
0.167343,00906.stimsim
0.167541,00907.stimsim
0.167937,00908.stimsim
0.168762,00909.stimsim
0.167871,00910.stimsim
0.168432,00911.stimsim
0.166914,00912.stimsim
0.166617,00913.stimsim
0.167244,00914.stimsim
0.165033,00915.stimsim
0.167805,00916.stimsim
0.171468,00917.stimsim
0.167541,00918.stimsim
0.169059,00919.stimsim
0.167178,00920.stimsim
0.169158,00921.stimsim
0.168333,00922.stimsim
0.167805,00923.stimsim
0.167277,00924.stimsim
0.167805,00925.stimsim
0.16995,00926.stimsim
0.168102,00927.stimsim
0.167508,00928.stimsim
0.166716,00929.stimsim
0.164637,00930.stimsim
0.16764,00931.stimsim
0.165165,00932.stimsim
0.169257,00933.stimsim
0.167013,00934.stimsim
0.167079,00935.stimsim
0.167079,00936.stimsim
0.167706,00937.stimsim
0.167376,00938.stimsim
0.167607,00939.stimsim
0.167376,00940.stimsim
0.166584,00941.stimsim
0.168036,00942.stimsim
0.165792,00943.stimsim
0.17094,00944.stimsim
0.166551,00945.stimsim
0.169026,00946.stimsim
0.167574,00947.stimsim
0.168465,00948.stimsim
0.169125,00949.stimsim
0.166815,00950.stimsim
0.168234,00951.stimsim
0.168135,00952.stimsim
0.167838,00953.stimsim
0.168366,00954.stimsim
0.168762,00955.stimsim
0.166287,00956.stimsim
0.167046,00957.stimsim
0.166452,00958.stimsim
0.168762,00959.stimsim
0.169389,00960.stimsim
0.166848,00961.stimsim
0.167343,00962.stimsim
0.16797,00963.stimsim
0.166749,00964.stimsim
0.167838,00965.stimsim
0.1683,00966.stimsim
0.165693,00967.stimsim
0.16995,00968.stimsim
0.168135,00969.stimsim
0.168069,00970.stimsim
0.166023,00971.stimsim
0.167376,00972.stimsim
0.168366,00973.stimsim
0.16764,00974.stimsim
0.168102,00975.stimsim
0.167673,00976.stimsim
0.166254,00977.stimsim
0.170544,00978.stimsim
0.167145,00979.stimsim
0.168135,00980.stimsim
0.166221,00981.stimsim
0.168399,00982.stimsim
0.167574,00983.stimsim
0.168432,00984.stimsim
0.16665,00985.stimsim
0.166617,00986.stimsim
0.168531,00987.stimsim
0.166914,00988.stimsim
0.168663,00989.stimsim
0.168036,00990.stimsim
0.168135,00991.stimsim
0.168201,00992.stimsim
0.16797,00993.stimsim
0.16698,00994.stimsim
0.167277,00995.stimsim
0.169191,00996.stimsim
0.168102,00997.stimsim
0.168597,00998.stimsim
0.166815,00999.stimsim
